5.1,3.8,0.9999516510906368,0.002268448202696453,2.6109553420050997E-5,1.0,0.0,0.0,
5.6,2.5,0.0011614633656294607,0.5677222855341114,0.44397341588634653,0.0,1.0,0.0,
6.0,2.2,2.032975732121953E-4,0.4552472657840344,0.5323278009170338,0.0,0.0,1.0,
5.4,3.4,0.9922307854997834,0.01709791125728787,0.0010022220464229463,1.0,0.0,0.0,
5.9,3.2,0.014539239728112862,0.47101681403172896,0.37030651882873766,0.0,1.0,0.0,
6.9,3.2,5.098128408892244E-4,0.32948015428091837,0.6744923263143977,0.0,0.0,1.0,
5.1,3.7,0.9999308874481355,0.0024719467798950206,3.241543756886063E-5,1.0,0.0,0.0,
6.1,2.8,8.632618265426469E-4,0.4422599057159206,0.5705243345648985,0.0,1.0,0.0,
5.6,2.8,0.003995174781726454,0.5708730569599958,0.4466935540949063,0.0,0.0,1.0,
4.6,3.6,0.999973970749023,0.0025100173878698996,1.4900288835998147E-5,1.0,0.0,0.0,
6.3,2.5,2.6502953103240995E-4,0.3715560807241911,0.6199825031708331,0.0,1.0,0.0,
7.7,2.8,3.067320395440471E-5,0.12804309805274725,0.890035471096416,0.0,0.0,1.0,
5.1,3.3,0.9985605493265083,0.008974385479422631,2.624302928462599E-4,1.0,0.0,0.0,
6.1,2.8,8.632618265426469E-4,0.4422599057159206,0.5705243345648985,0.0,1.0,0.0,
6.3,2.7,4.535031205978392E-4,0.3878584837238178,0.6072903933837404,0.0,0.0,1.0,
4.8,3.4,0.9999095763575907,0.003254452276541505,3.363880135341291E-5,1.0,0.0,0.0,
6.4,2.9,6.112340850025228E-4,0.38443485900224433,0.6203189545775314,0.0,1.0,0.0,
6.7,3.3,9.603039818703609E-4,0.37805547623194447,0.6399514014116471,0.0,0.0,1.0,
5.0,3.0,0.9249680396321969,0.0930584760778099,0.004960052769977192,1.0,0.0,0.0,
6.6,3.0,5.395904016593326E-4,0.35624574077929966,0.6470903117704859,0.0,1.0,0.0,
7.2,3.2,3.1111520508632313E-4,0.2810511099159622,0.718903120967241,0.0,0.0,1.0,
5.0,3.4,0.999759821513751,0.004097794787432768,7.037140081605257E-5,1.0,0.0,0.0,
6.8,2.8,2.2482044198314171E-4,0.2887519415052881,0.7100096201833982,0.0,1.0,0.0,
6.2,2.8,7.008959550106155E-4,0.4185818484669743,0.5878776144811058,0.0,0.0,1.0,
5.2,3.5,0.999641771175891,0.004180474060094976,9.976779124606118E-5,1.0,0.0,0.0,
6.7,3.0,4.538140516589324E-4,0.33772222306399524,0.6626251038461319,0.0,1.0,0.0,
6.1,3.0,0.0016670512869759464,0.4637619708457524,0.564567829006778,0.0,0.0,1.0,
5.2,3.4,0.9989991841307089,0.0068010358191763955,2.081085366047547E-4,1.0,0.0,0.0,
6.0,2.9,0.001527989300962031,0.47721722368756864,0.551129857490268,0.0,1.0,0.0,
6.4,2.8,4.810928873678602E-4,0.3744709446582001,0.623576788183465,0.0,0.0,1.0,
4.7,3.2,0.9998027978595486,0.004963267154747897,5.2576220146402694E-5,1.0,0.0,0.0,
5.7,2.6,0.0012324804739097075,0.5381830229723906,0.47955531694536835,0.0,1.0,0.0,
7.2,3.0,1.779036884378594E-4,0.2436102895297881,0.7596231926826085,0.0,0.0,1.0,
4.8,3.1,0.9988017406975029,0.011222538779560387,1.986056713637557E-4,1.0,0.0,0.0,
5.5,2.4,0.0010998264306590856,0.6027926024777357,0.4021937565732539,0.0,1.0,0.0,
7.4,2.8,5.550383450505151E-5,0.16613178527908615,0.8487884906857768,0.0,0.0,1.0,
5.4,3.4,0.9922307854997834,0.01709791125728787,0.0010022220464229463,1.0,0.0,0.0,
5.5,2.4,0.0010998264306590856,0.6027926024777357,0.4021937565732539,0.0,1.0,0.0,
7.9,3.8,3.9339969183988275E-4,0.27802474304757707,0.7228163639568583,0.0,0.0,1.0,
5.2,4.1,0.9999721189603309,0.001983014927831778,1.94943213374865E-5,1.0,0.0,0.0,
5.8,2.7,0.0013151472067149627,0.5137024335489597,0.5090314005575672,0.0,1.0,0.0,
6.4,2.8,4.810928873678602E-4,0.3744709446582001,0.623576788183465,0.0,0.0,1.0,
5.5,4.2,0.9999597933702048,0.0019446239084862486,2.5800176016941355E-5,1.0,0.0,0.0,
6.0,2.7,8.152811720869997E-4,0.45989310673329964,0.5484572111109406,0.0,1.0,0.0,
6.3,2.8,5.780935264023451E-4,0.3961050581556853,0.6053602871594851,0.0,0.0,1.0,
4.9,3.1,0.9965925257845777,0.017845954437141296,4.525275650272943E-4,1.0,0.0,0.0,
5.4,3.0,0.08087556853925076,0.4478178155636917,0.1559507261402079,0.0,1.0,0.0,
6.1,2.6,5.170406171342587E-4,0.4300117242754455,0.5641042365345995,0.0,0.0,1.0,
5.0,3.2,0.9978347135459793,0.012371303051507828,3.401655153517635E-4,1.0,0.0,0.0,
6.0,3.4,0.06182129611083269,0.34694890833134234,0.20114172473190922,0.0,1.0,0.0,
7.7,3.0,5.549462351118699E-5,0.15327708404425844,0.8615138993747422,0.0,0.0,1.0,
5.5,3.5,0.9952717218033271,0.012034454557425854,7.022609041795536E-4,1.0,0.0,0.0,
6.7,3.1,5.711490486360159E-4,0.3503817711131153,0.6552614168250561,0.0,1.0,0.0,
6.3,3.4,0.0068534776426449,0.43950882263733404,0.4738223996461907,0.0,0.0,1.0,
