5.1,3.8,1.5,0.3,0.9955590844879827,0.00936117898104364,6.18611952693793E-8,1.0,0.0,0.0,
5.6,2.5,3.9,1.1,0.0070539474791146434,0.999929921332002,6.267565728170256E-6,0.0,1.0,0.0,
6.0,2.2,5.0,1.5,5.275923988723836E-5,0.07346708847531301,0.9468625583700249,0.0,0.0,1.0,
5.4,3.4,1.7,0.2,0.9944571228803057,0.014665833415984663,6.130998722630479E-8,1.0,0.0,0.0,
5.9,3.2,4.8,1.8,7.460808665696898E-4,0.8587960319919684,0.12525102129599452,0.0,1.0,0.0,
6.9,3.2,5.7,2.3,4.221018451983361E-5,0.010872246800615333,0.992579230087584,0.0,0.0,1.0,
5.1,3.7,1.5,0.4,0.9953681763302179,0.009936795142430697,6.325489758501113E-8,1.0,0.0,0.0,
6.1,2.8,4.0,1.3,0.008506243066917569,0.9999285115237351,4.52678985487101E-6,0.0,1.0,0.0,
5.6,2.8,4.9,2.0,4.723713688227646E-5,0.013057915217366722,0.9902400741680213,0.0,0.0,1.0,
4.6,3.6,1.0,0.2,0.9958833795782613,0.008984796913227002,5.832898942326187E-8,1.0,0.0,0.0,
6.3,2.5,4.9,1.5,2.071491621297021E-4,0.8917043020854499,0.09101539057315357,0.0,1.0,0.0,
7.7,2.8,6.7,2.0,3.714396650419903E-5,0.012906354770100067,0.993416307012149,0.0,0.0,1.0,
5.1,3.3,1.7,0.5,0.9931823825594236,0.018321952881048757,7.220088302664638E-8,1.0,0.0,0.0,
6.1,2.8,4.7,1.2,0.0034609113306868313,0.999800836897453,4.602199863270973E-5,0.0,1.0,0.0,
6.3,2.7,4.9,1.8,9.07247155954451E-5,0.09376777710682269,0.9116282212766528,0.0,0.0,1.0,
4.8,3.4,1.9,0.2,0.9928439004497258,0.02011298458988624,7.113457604542789E-8,1.0,0.0,0.0,
6.4,2.9,4.3,1.3,0.007488715921797979,0.9999304133691215,5.465715647190205E-6,0.0,1.0,0.0,
6.7,3.3,5.7,2.1,4.806960473695719E-5,0.013239226979268147,0.9899904895116666,0.0,0.0,1.0,
5.0,3.0,1.6,0.2,0.9930053090583809,0.022982562164715323,6.319765435781869E-8,1.0,0.0,0.0,
6.6,3.0,4.4,1.4,0.007264218086383557,0.9999266952621005,5.997052466678567E-6,0.0,1.0,0.0,
7.2,3.2,6.0,1.8,5.572215646042567E-5,0.020587874186482998,0.9846664852681353,0.0,0.0,1.0,
5.0,3.4,1.6,0.4,0.9943903473308179,0.013884370295278618,6.645067484434408E-8,1.0,0.0,0.0,
6.8,2.8,4.8,1.4,0.0021104336802254043,0.9993315145441095,1.4338031104627999E-4,0.0,1.0,0.0,
6.2,2.8,4.8,1.8,1.4560148368297738E-4,0.1743323192647392,0.8236453669346896,0.0,0.0,1.0,
5.2,3.5,1.5,0.2,0.9952075715949253,0.011523307608629069,5.963121532247141E-8,1.0,0.0,0.0,
6.7,3.0,5.0,1.7,7.37886898149664E-4,0.9858379944124175,0.007461044400384092,0.0,1.0,0.0,
6.1,3.0,4.9,1.8,1.9315703605227229E-4,0.2011119969338973,0.798484293146314,0.0,0.0,1.0,
5.2,3.4,1.4,0.2,0.9952235266434009,0.011857330059145403,5.811797795406201E-8,1.0,0.0,0.0,
6.0,2.9,4.5,1.5,0.0030258081617302647,0.9994245864529498,1.593240238165314E-4,0.0,1.0,0.0,
6.4,2.8,5.6,2.1,3.99533287208908E-5,0.011310425198764622,0.9931976144901248,0.0,0.0,1.0,
4.7,3.2,1.6,0.2,0.993861712478831,0.01741864279188794,6.491282334005776E-8,1.0,0.0,0.0,
5.7,2.6,3.5,1.0,0.0138270782258482,0.999913709283143,2.213209926519612E-6,0.0,1.0,0.0,
7.2,3.0,5.8,1.6,1.2094935166967523E-4,0.3589600052365365,0.6645921174553745,0.0,0.0,1.0,
4.8,3.1,1.6,0.2,0.9934353985639415,0.019932217212066054,6.462417328349874E-8,1.0,0.0,0.0,
5.5,2.4,3.8,1.1,0.00667418816860953,0.9999246325272027,7.121812504362467E-6,0.0,1.0,0.0,
7.4,2.8,6.1,1.9,4.063563640513244E-5,0.016538350552591282,0.9901024875924237,0.0,0.0,1.0,
5.4,3.4,1.5,0.4,0.9948523541382582,0.012568945540053503,6.196799011602457E-8,1.0,0.0,0.0,
5.5,2.4,3.7,1.0,0.008470750350342787,0.9999385497777873,4.03790918458803E-6,0.0,1.0,0.0,
7.9,3.8,6.4,2.0,1.1721776506014829E-4,0.0783879981444702,0.9357254922645142,0.0,0.0,1.0,
5.2,4.1,1.5,0.1,0.9958803753316732,0.008266331771997999,5.997901564799857E-8,1.0,0.0,0.0,
5.8,2.7,3.9,1.2,0.008623934580297388,0.9999302644951805,4.434376002251514E-6,0.0,1.0,0.0,
6.4,2.8,5.6,2.2,3.954874345399981E-5,0.011019524319963673,0.9934583045583659,0.0,0.0,1.0,
5.5,4.2,1.4,0.2,0.9959526778096591,0.007811981814313276,6.011825014391514E-8,1.0,0.0,0.0,
6.0,2.7,5.1,1.6,6.442833194606471E-5,0.028203294230398964,0.977452664208617,0.0,1.0,0.0,
6.3,2.8,5.1,1.5,2.186666026670654E-4,0.5065006941088178,0.4919772507425601,0.0,0.0,1.0,
4.9,3.1,1.5,0.1,0.9942433107444797,0.017336428180321974,5.878784590889016E-8,1.0,0.0,0.0,
5.4,3.0,4.5,1.5,0.001672235102158721,0.9706690060006008,0.01878817757066346,0.0,1.0,0.0,
6.1,2.6,5.6,1.4,4.4366999786101505E-5,0.01677138341754132,0.9896617652967048,0.0,0.0,1.0,
5.0,3.2,1.2,0.2,0.995231740235442,0.01258410122832449,5.606360630170899E-8,1.0,0.0,0.0,
6.0,3.4,4.5,1.6,0.004507923039657519,0.9969901239455486,4.909789167630705E-4,0.0,1.0,0.0,
7.7,3.0,6.1,2.3,3.951116812139201E-5,0.01193600447973914,0.992713498198145,0.0,0.0,1.0,
5.5,3.5,1.3,0.2,0.9954987450458096,0.010752770446078658,5.6125067342947076E-8,1.0,0.0,0.0,
6.7,3.1,4.7,1.5,0.005370526484373119,0.9998977163633077,1.3514219092941073E-5,0.0,1.0,0.0,
6.3,3.4,5.6,2.4,4.33041054722802E-5,0.010783430688062028,0.9924902825662207,0.0,0.0,1.0,
4.9,3.1,1.5,0.1,0.9942433107444797,0.017336428180321974,5.878784590889016E-8,1.0,0.0,0.0,
6.3,2.3,4.4,1.3,8.175886428251587E-4,0.9949547044554148,0.0016221245963034987,0.0,1.0,0.0,
6.4,3.1,5.5,1.8,6.0371790178977096E-5,0.021276968579071714,0.9827061628862817,0.0,0.0,1.0,
4.4,3.0,1.3,0.2,0.9944103166869179,0.016324027029973844,6.114548175321459E-8,1.0,0.0,0.0,
5.6,3.0,4.1,1.3,0.007905697314141568,0.9998922402563848,8.4081055924132E-6,0.0,1.0,0.0,
6.0,3.0,4.8,1.8,2.6246696015497716E-4,0.3346958705809602,0.6551183938610147,0.0,0.0,1.0,
5.1,3.4,1.5,0.2,0.99500367038392,0.012535675379179129,5.996331818949993E-8,1.0,0.0,0.0,
5.5,2.5,4.0,1.3,0.003941469468555765,0.9998153838875166,3.401000398897178E-5,0.0,1.0,0.0,
6.9,3.1,5.4,2.1,5.7684032568877335E-5,0.019847250394229153,0.9835843952869946,0.0,0.0,1.0,
5.0,3.5,1.3,0.3,0.9954661884582637,0.010354233782590285,5.994445740891196E-8,1.0,0.0,0.0,
5.5,2.6,4.4,1.2,0.0022539905214071527,0.9990192113781243,3.562710991214133E-4,0.0,1.0,0.0,
6.7,3.1,5.6,2.4,4.0600145209440505E-5,0.010363183559156355,0.9933036946359296,0.0,0.0,1.0,
4.5,2.3,1.3,0.3,0.9881738034520292,0.0614527332086753,6.915218395319898E-8,1.0,0.0,0.0,
6.1,3.0,4.6,1.4,0.004433821670348509,0.999796650046098,3.9456974500753214E-5,0.0,1.0,0.0,
6.9,3.1,5.1,2.3,6.607878945305073E-5,0.02558764987591308,0.9766594787547247,0.0,0.0,1.0,
4.4,3.2,1.3,0.2,0.9949670968671371,0.013164288255717017,6.0990507048669E-8,1.0,0.0,0.0,
5.8,2.6,4.0,1.2,0.006788180714451932,0.9999244149312759,7.053203457341656E-6,0.0,1.0,0.0,
5.8,2.7,5.1,1.9,4.390603292361437E-5,0.012620953752897006,0.9914208297871464,0.0,0.0,1.0,
5.0,3.5,1.6,0.6,0.9943573306706717,0.01306655164853639,7.024384877628164E-8,1.0,0.0,0.0,
5.0,2.3,3.3,1.0,0.011021733425788728,0.9999261045374482,3.1588616733230064E-6,0.0,1.0,0.0,
6.8,3.2,5.9,2.3,4.02612526150078E-5,0.010351105176130958,0.9934643115454025,0.0,0.0,1.0,
5.1,3.8,1.9,0.4,0.9944499261742941,0.012409335232580384,6.933073738683793E-8,1.0,0.0,0.0,
5.6,2.7,4.2,1.3,0.004585022689120005,0.9998400214891855,2.884861689480016E-5,0.0,1.0,0.0,
6.7,3.3,5.7,2.5,4.077489297083978E-5,0.01004706731449293,0.9934182429387932,0.0,0.0,1.0,
4.8,3.0,1.4,0.3,0.9939193735350639,0.01813585893034763,6.256912330880445E-8,1.0,0.0,0.0,
5.7,3.0,4.2,1.2,0.008150744944211842,0.9999169489465614,6.166450242728646E-6,0.0,1.0,0.0,
6.7,3.0,5.2,2.3,4.638811630462734E-5,0.012616257484135071,0.9903800603076741,0.0,0.0,1.0,
5.1,3.8,1.6,0.2,0.9954744712165274,0.009793098069037122,6.155709169184928E-8,1.0,0.0,0.0,
5.7,2.9,4.2,1.3,0.0067090572211187345,0.9999004790987844,1.0624002618076432E-5,0.0,1.0,0.0,
6.3,2.5,5.0,1.9,4.701832097177917E-5,0.020853179973446843,0.9849726890938925,0.0,0.0,1.0,
4.6,3.2,1.4,0.2,0.9947076811687178,0.014191346268679267,6.137995704708703E-8,1.0,0.0,0.0,
6.2,2.9,4.3,1.3,0.007148577695994924,0.9999269614179881,6.446927462211508E-6,0.0,1.0,0.0,
6.5,3.0,5.2,2.0,6.0992540457547234E-5,0.021273096752300578,0.9819442498177449,0.0,0.0,1.0,
5.3,3.7,1.5,0.2,0.9955041990047475,0.010009132477662957,5.97299393194022E-8,1.0,0.0,0.0,
5.1,2.5,3.0,1.1,0.02327303700101711,0.9998157891795858,1.8677875092047307E-6,0.0,1.0,0.0,
6.2,3.4,5.4,2.3,5.107929946884395E-5,0.014232374337518885,0.9886795660355098,0.0,0.0,1.0,
5.0,3.3,1.4,0.2,0.9950199310498667,0.01285684225366783,5.8942174007787126E-8,1.0,0.0,0.0,
5.7,2.8,4.1,1.3,0.006808050773465959,0.999914339468937,8.728861912840274E-6,0.0,1.0,0.0,
5.9,3.0,5.1,1.8,7.402483720028864E-5,0.030936145315904603,0.9722325647988426,0.0,0.0,1.0,

